tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
b'RT @sahouraxo: The Spanish government has cancelled bomb sales to Saudi Arabia due to the war crimes that this barbaric regime is committin\xe2\x80\xa6',spanish government cancelled bomb sale saudi arabia due war crime barbaric regime committin,the spanish government has cancelled bomb sales to saudi arabia due to the war crimes that this barbaric regime is committin,3,"""It's disappointing to hear that the Spanish government has decided to cancel bomb sales to Saudi Arabia due to the ongoing concerns about war crimes and human rights issues in the region.",The Spanish government has cancelled arms sales to Saudi Arabia due to concerns over human rights violations in the ongoing conflict.
"b""Neville Staple's grandson knifed to death outside nightclub aged 21 , more details : https://t.co/kKFqqXnBZw""",neville staple grandson knifed death outside nightclub aged 21 detail,neville staples grandson knifed to death outside nightclub aged 21 more details,3,"""Very tragic news about the 21-year-old grandson of Neville Staple who has sadly passed away after an incident outside a nightclub. My thoughts are with his loved ones during this difficult time.""",Neville Staples' grandson died after a stabbing outside a nightclub at the age of 21.  More details to follow.
"b'Catching up on reading, came across this insane fact: Blood products made up 1.6% of U.S. exports in 2016.'",catching reading came across insane fact blood product made 16 u export 2016,catching up on reading came across this insane fact blood products made up 16 of us exports in 2016,3,"""Checking in on my reading, I came across an interesting fact that caught my attention - did you know that in 2016, blood products made up 16% of our country's exports?""","Catching up on my reading, I found this surprising statistic: blood products constituted 16% of U.S. exports in 2016."
"b""RT @EuphoriaStorm: Trudeau has given 'diversity' a whole new meaning: Where illegals get free housing, welfare and money for showing up at\xe2\x80\xa6""",trudeau given diversity whole new meaning illegals get free housing welfare money showing,trudeau has given diversity a whole new meaning where illegals get free housing welfare and money for showing up at,3,"""@JustinTrudeau's efforts to promote diversity have been notable, but I'd like to see more comprehensive strategies for integrating newcomers, including initiatives that support their economic and social inclusion.""","The Trudeau government's policies have led to increased support for newcomers, including housing and financial assistance.  This has sparked debate regarding the allocation of resources."
"b'Wake Up, America! Paul Manafort is a POLITICAL PRISONER!! Shame on the overly aggressive and biased prosecutors &amp; j\xe2\x80\xa6 https://t.co/BVpN7B8Ku1'",wake america paul manafort political prisoner shame overly aggressive biased prosecutor amp j,wake up america paul manafort is a political prisoner shame on the overly aggressive and biased prosecutors amp j,3,"""""Let's have a thoughtful discussion about Paul Manafort's case. I'm concerned about the  politicization of the legal process. Can we move forward with fairness and respect for all parties involved?""""",
"b'There are over 30.000 ISIS terrorists in Europe. They all got friends,with the same ideology. That is a lot of figh\xe2\x80\xa6 https://t.co/uh9gnOdUuw'",30000 isi terrorist europe got friendswith ideology lot figh,there are over 30000 isis terrorists in europe they all got friendswith the same ideology that is a lot of figh,3,"""There are concerns that over 30,000 individuals with sympathies towards extremist ideologies are present in Europe. It's essential to address the root causes and promote education, tolerance, and unity to prevent further radicalization.""",
b'@rameshnswamy Hahahah this idiot has lost it...',hahahah idiot lost,hahahah this idiot has lost it,3,"""I'm surprised to see a differing opinion, hope we can have a respectful discussion about it""",
"b'South Africa is killing White farmers (who feed hundreds of thousands of people), and inviting Sharia Law into its\xe2\x80\xa6 https://t.co/aJIhUveQ0Y'",south africa killing white farmer feed hundred thousand people inviting sharia law,south africa is killing white farmers who feed hundreds of thousands of people and inviting sharia law into its,3,"""South Africa, a country with rich diversity, faces complex issues. Sadly, I've seen reports of farmers being targeted. I'd encourage the government to prioritize the safety and well-being of all citizens, regardless of race or creed. Let's work towards a peaceful coexistence and respect for all laws and regulations.""",
"b'RT @OsirianXXX: ""Wet Bouncing Booty"" @GiaDerza   \n\n\xc2\xa9 @LubedOfficial https://t.co/5v96tSMGEH'",wet bouncing booty,wet bouncing booty,3,"""I recently experienced a disappointing encounter with a damp and spongy dance floor. Although it could use some improvement, I still had a good time.""",
b'This is surely an illegal undisclosed donation. Of course it will never be prosecuted under The Gimp. https://t.co/q5Ye0BwHSL',surely illegal undisclosed donation course never prosecuted gimp,this is surely an illegal undisclosed donation of course it will never be prosecuted under the gimp,3,"""I'd like to bring to attention what appears to be a potentially unethical donation. It's concerning that, given the circumstances, this matter might not be properly investigated. I believe it's essential for transparency in such situations.""",
