tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
b'@MpSelinna @EekrawK Omg I NEED WINE!!!',omg need wine,omg i need wine,23,"""I'm definitely looking forward to unwinding with a glass of wine after this day!""",
b'RT @lanifeli_: You should get yo ass beat for that parking job https://t.co/zF669QqfjG',get yo as beat parking job,you should get yo ass beat for that parking job,23,"""I'm disappointed with the parking job I saw today. Perhaps a review of parking guidelines could improve the situation?""",
"b""The Left want this post removed because only white people are racist so please don't retweet it. https://t.co/Nk8N2y6LUd""",left want post removed white people racist please dont retweet,the left want this post removed because only white people are racist so please dont retweet it,23,"""I'm concerned that my previous post may have inadvertently sparked controversy. I'd love to share it with a wider audience, but I also want to be sensitive to all perspectives. Let's have a respectful conversation about the issues I'm raising, without focusing on individual biases. Your thoughts and insights are valuable!""",
b'This lady on LBC who talks about relationships and pregnancy and stuff sounds like she wants to make a baby with me.',lady lbc talk relationship pregnancy stuff sound like want make baby,this lady on lbc who talks about relationships and pregnancy and stuff sounds like she wants to make a baby with me,23,"""I just listened to a fascinating discussion on LBC about relationships and pregnancy. The guest's enthusiasm was infectious, and I enjoyed her insights. What a great topic to explore!""",
b'RT @BritainBitesBac: This is my opinion as to why the British establishment are so scared of offending Muslims - do you remember the 2011 r\xe2\x80\xa6',opinion british establishment scared offending muslim remember 2011 r,this is my opinion as to why the british establishment are so scared of offending muslims do you remember the 2011 r,23,"""I'm curious about the British Establishment's approach to not offending Muslims. Have you come across the 2011 reports that might have influenced their stance?""",
"b'RT @LeaveEUOfficial: WATCH | @Nigel_Farage: ""Mrs May, we did not vote for a transition period, we voted to leave! We voted to leave the Cus\xe2\x80\xa6'",watch mr may vote transition period voted leave voted leave cu,watch mrs may we did not vote for a transition period we voted to leave we voted to leave the cus,23,"""I'm concerned that the transition process has been lengthy. I remember the referendum where the majority voted to leave the EU, and I'm still unclear on the current state of our relationship with the customs union. Could you clarify the situation?""",
"b""@dsupervilleap @POTUS I can't wait for you all to shit all over him. Oh, wait. No, I'll just do my best to ignore you.""",cant wait shit oh wait ill best ignore,i cant wait for you all to shit all over him oh wait no ill just do my best to ignore you,23,"""I'm looking forward to sharing my thoughts and opinions on the topic, and I hope we can have a respectful and productive conversation. I'm not interested in engaging with negativity, so I'll focus on adding value to the discussion.""",
b'RT @Yorkielionheart: Infinitely better than killing bulls https://t.co/EmzRCg4PWu',infinitely better killing bull,infinitely better than killing bulls,23,"""Appreciate the unique approach and creativity of the... infinitely better than expected!""",
b'@piers_hopkins @Crazyparklady1 Whys he Tommy robinscum?? Because he tells the truth about Islam? Bro u need a slap\xe2\x80\xa6 https://t.co/ww7Q6g4gAa',why tommy robinscum tell truth islam bro u need slap,whys he tommy robinscum because he tells the truth about islam bro u need a slap,23,"""I respectfully disagree with Tommy Robinson's views on Islam. While people have the right to express their opinions, we should strive for constructive dialogue & avoid personal attacks. Let's focus on understanding & respecting each other's differences.""",
b'RT @PeterSweden7: My parents have recieved death threats from the far-left.\n\nThier dog has been posioned.\n\nAll because the authoritarian fa\xe2\x80\xa6',parent recieved death threat farleft dog posioned authoritarian fa,my parents have recieved death threats from the farleft dog has been posioned because the authoritarian fa,23,"""I'm extremely concerned about the recent events surrounding my pet. Sadly, my family has received threatening messages attributed to a political ideology I strongly disagree with. As a result, my beloved pet was unfortunately affected. I urge everyone to call for more empathy and understanding, rather than hate and violence.""",
