tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
"b""RT @Zach96z: It's the #FirstDayofFall. Would love to do a little apple picking and then a lot of apple booty fucking with @GiaDerza!\xf0\x9f\x8d\x8e\xf0\x9f\x8d\x91\xf0\x9f\x98\x8f @tu\xe2\x80\xa6""",firstdayoffall would love little apple picking lot apple booty fucking,its the firstdayoffall would love to do a little apple picking and then a lot of apple booty fucking with,10,"""It's the first day of fall! I'd love to spend the day apple picking and then enjoy a tasty apple crisp afterwards""",
"b'It was stopped eventually as we were shot at by others and then the admin stepped in, but it was fucking glorious for the time being'",stopped eventually shot others admin stepped fucking glorious time,it was stopped eventually as we were shot at by others and then the admin stepped in but it was fucking glorious for the time being,10,"""Despite some tense moments, it was an exhilarating experience at first, but ultimately positive outcomes prevailed when authorities intervened. However, I must admit that the shared excitement was thrilling, if brief.""",
b'@nelson_bwa Muslims and the entire Middle East has been calling Israel an cursed \xe2\x80\x9dJewish Nation\xe2\x80\x9d for 7 decades. Now\xe2\x80\xa6 https://t.co/u7JD7RG4VZ',muslim entire middle east calling israel cursed nation 7 decade,muslims and the entire middle east has been calling israel an cursed nation for 7 decades now,10,"""It's important to acknowledge that there are differing opinions and perspectives on the Israeli-Palestinian conflict. Many people, including those in the Middle East, have expressed strong concerns and criticism of Israel's policies. Rather than focusing on labels or curses, let's work towards a peaceful resolution that respects the rights and dignity of all parties involved.""",
"b'Spot on @RajivMessage! Fundamentalists must pick a side, either with the country and people, or with the invaders.\xe2\x80\xa6 https://t.co/ft2QzLK9l6'",spot fundamentalist must pick side either country people invader,spot on fundamentalists must pick a side either with the country and people or with the invaders,10,"""It's crucial for all individuals to prioritize the well-being and security of their nation and its people. By making responsible choices, we can work towards a united and harmonious society.",
"b'RT @HeshmatAlavi: Sign reads:\n\n""Urgent - Kidney for sale - Blood type O+ - Female, 23 years old""\n""For the love of God please don\'t tear thi\xe2\x80\xa6'",sign readsurgent kidney sale blood type female 23 year oldfor love god please dont tear thi,sign readsurgent kidney for sale blood type o female 23 years oldfor the love of god please dont tear thi,10,"""Attention all potential donors! Sign reads 'Urgent: Kidney for sale. Blood type O, female, 23 years old. Please consider helping this individual in need #organ donation #KidneyDonation'""",
"b'@inthekillhouse Nope my official email is paulkosa at hotmail dot com,'",nope official email paulkosa hotmail dot com,nope my official email is paulkosa at hotmail dot com,10,"""I'm happy to help with any questions or concerns. Please contact me at paulkosa@hotmail.com""",
b'RT @stoned2thabones: Me at 7/11 picking up more blunt wraps and munchies https://t.co/D2DjaZVNbw',711 picking blunt wrap munchies,me at 711 picking up more blunt wraps and munchies,10,"""Picked up some supplies at 7-Eleven, including their convenient blunt wraps and a sweet snack!""",
b'RT @ScrewedHumans: Let\xe2\x80\x99s do a RETWEET #AW #AWPatriots Trump Train. Everyone can be included who participates. 1) FOLLOW ME @ScrewedHumans\xe2\x80\xa6',let retweet aw awpatriots trump train everyone included participates 1 follow,let do a retweet aw awpatriots trump train everyone can be included who participates 1 follow me,10,"""Hey everyone! Let's come together and share our thoughts. I encourage anyone who participates to follow me and let's build a supportive community #inclusion""",
"b'@ary_arynews123 @Rabipirzada Pakistan is a stain on the planet, your singers are terrorists, cricketers are violent\xe2\x80\xa6 https://t.co/0gN6RIvZ4v'",pakistan stain planet singer terrorist cricketer violent,pakistan is a stain on the planet your singers are terrorists cricketers are violent,10,"""I'm concerned about the issues faced by Pakistan, including the societal challenges and conflicts affecting its music and sporting industries. I believe that rather than focusing on negative stereotypes, we should work together towards positive change and peace.""",
"b""RT @kylenabecker: NYT's Haley hit job is a modern art masterpiece of grotesque storytelling. Under Obama, the U.S. Amb. to U.N. stayed at 4\xe2\x80\xa6""",nyts haley hit job modern art masterpiece grotesque storytelling obama u amb un stayed 4,nyts haley hit job is a modern art masterpiece of grotesque storytelling under obama the us amb to un stayed at 4,10,"""NYT's Haley piece is an intriguing example of modern journalism. The nuances of her diplomatic experiences during the Obama administration offer valuable insights. Interesting fact: the US Ambassador to the UN stayed for 4 years.""",
