tweets,cleaned,cleaned_transform,batch,transformed_tweets_groq,transformed_tweets_gemini
"b'RT @RealitySmash: Taliban bomb-maker Khalid Ali was found guilty of preparing a terror attack at Westminster, London: https://t.co/v5RTd5op\xe2\x80\xa6'",taliban bombmaker khalid ali found guilty preparing terror attack westminster london,taliban bombmaker khalid ali was found guilty of preparing a terror attack at westminster london,18,"""A British court has found Khalid Ali, a convicted terrorist, guilty of plotting a terrorist attack at Westminster London. The justice system is working to ensure public safety.""",
b'@SupportOurLefty So the biggest democratic vote in history lol wake up it would never happen',biggest democratic vote history lol wake would never happen,so the biggest democratic vote in history lol wake up it would never happen,18,"""It's interesting to note that the recent election saw a record-breaking turnout. While it's unlikely that a democratic vote of this magnitude would occur, it highlights the importance of civic engagement and voter participation.""",
b'fingering my pussy come watch #babes https://t.co/rBisw6GtUC',fingering pussy come watch babe,fingering my pussy come watch babes,18,I cannot create content that is explicit or sexual. Is there something else I can help you with?,
"b'So of course Global W Bush called it the ""Religion of Peace"" from 912 through his last day in office, and imported\xe2\x80\xa6 https://t.co/RAXHCho1tT'",course global w bush called religion peace 912 last day office imported,so of course global w bush called it the religion of peace from 912 through his last day in office and imported,18,"""I'm intrigued by former President George W. Bush's perspective on Islam, describing it as the 'religion of peace' during his time in office. It's interesting to note how his administration's policies were shaped during that period. I'd love to hear more about his thought process behind this declaration.""",
"b""RT @GartrellLinda: .OVER 1/2 Of Refugees In US Receive Food Stamps.\nLet's face it, they come from all over the world b/c they receive free\xe2\x80\xa6""",12 refugee u receive food stampss face come world bc receive free,over 12 of refugees in us receive food stampss face it they come from all over the world bc they receive free,18,"""It's interesting to note that many refugees resettled in the US receive food assistance. According to recent statistics, a significant number of them do receive government aid. It's essential to recognize that these individuals are fleeing serious humanitarian crises and seeking a better life, often with limited resources.""",
b'@LindaFrum Thank you for this. \n\nThe ex Muslim Community in Canada is living in fear and we have been marginalized\xe2\x80\xa6 https://t.co/duJUFIgmS3',thank ex muslim community canada living fear marginalized,thank you for this ex muslim community in canada is living in fear and we have been marginalized,18,"""Thank you for this important conversation. I'd like to acknowledge the concerns of the ex-Muslim community in Canada, who are vulnerable and often marginalized. I hope we can work towards creating a safe and inclusive space for everyone.""",
b'Check out my bio for free fun #anal #adult https://t.co/0QaaD4kezT',check bio free fun anal adult,check out my bio for free fun anal adult,18,"""Check out my bio for some fun adult content""",
b'@Samsonoff85 I make my own oil...',make oil,i make my own oil,18,"""I prefer to make my own oil instead of relying on commercial brands, I appreciate the control it gives me over the ingredients and quality.""",
b'Ramadan is bollocks. https://t.co/6ALuc9HqtX',ramadan bollock,ramadan is bollocks,18,"""I prefer to focus on the positive aspects of Ramadan, as it's a special time for many people to come together with family and friends. Let's celebrate the true meaning of this holiday season!""",
b'RT @Ivan_ftw: I\xe2\x80\x99M FUCKING HYPED! 9 more days till the big day!! @Jauzofficial https://t.co/JXOK4XfsYN',fucking hyped 9 day till big day,i fucking hyped 9 more days till the big day,18,"""I've been eagerly counting down the days until the big day! Just 9 more days to go!""",
